pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips,
"1140005","2013","Nitrate","Glyndon","Clay","Glyndon","Groundwater","0.31 mg/L","0.31 mg/L","1393","27027"
"1140016","2013","Nitrate","John Bouton Housing Development","Clay","Glyndon","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","69","27027"
"1140020","2013","Nitrate","Spring Prairie Colony","Clay","Glyndon","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","170","27027"
"1140006","2013","Nitrate","Hawley","Clay","Hawley","Groundwater","0.82 mg/L","0.82 mg/L","2094","27027"
"1140007","2013","Nitrate","Hitterdal","Clay","Hitterdal","Groundwater","0.78 mg/L","0.78 mg/L","201","27027"
"1140008","2013","Nitrate","Moorhead","Clay","Moorhead","Surface Water","0.21 mg/L","0.21 mg/L","40000","27027"
"1140010","2013","Nitrate","Sabin","Clay","Sabin","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","522","27027"
"1140011","2013","Nitrate","Ulen","Clay","Ulen","Groundwater","0.06 mg/L","0.06 mg/L","547","27027"
"1150001","2013","Nitrate","Bagley","Clearwater","Bagley","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","1407","27029"
"1150003","2013","Nitrate","Clearbrook","Clearwater","Clearbrook","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","519","27029"
"1150005","2013","Nitrate","Gonvick","Clearwater","Gonvick","Groundwater","1.1 mg/L","1.1 mg/L","284","27029"
"1160001","2013","Nitrate","Grand Marais","Cook","Grand Marais","Surface Water","0.36 mg/L","0.36 mg/L","1419","27031"
"1160006","2013","Nitrate","Pine Mountain Mobile Home Court","Cook","Grand Marais","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","60","27031"
"1170008","2013","Nitrate","Bingham Lake","Cottonwood","Bingham Lake","Groundwater","1.9 mg/L","1.9 mg/L","126","27033"
"1170010","2013","Nitrate","Delft","Cottonwood","Delft","Purchased Groundwater","0.03 mg/L","0.03 mg/L","58","27033"
"1170002","2013","Nitrate","Jeffers","Cottonwood","Jeffers","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","369","27033"
"1170009","2013","Nitrate","Red Rock Rural Water System","Cottonwood","Jeffers","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","7897","27033"
"1170003","2013","Nitrate","Mountain Lake","Cottonwood","Mountain Lake","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","2100","27033"
"1170011","2013","Nitrate","Neuhof Hutterian Brethren","Cottonwood","Mountain Lake","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","55","27033"
"1170004","2013","Nitrate","Storden","Cottonwood","Storden","Purchased Groundwater","0.03 mg/L","0.03 mg/L","215","27033"
"1170005","2013","Nitrate","Westbrook","Cottonwood","Westbrook","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","733","27033"
"1170006","2013","Nitrate","Windom","Cottonwood","Windom","Groundwater","1.9 mg/L","1.9 mg/L","4646","27033"
"1180027","2013","Nitrate","Baxter","Crow Wing","Baxter","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","7610","27035"
"1180002","2013","Nitrate","Brainerd","Crow Wing","Brainerd","Groundwater","0.57 mg/L","0.57 mg/L","13590","27035"
"1180003","2013","Nitrate","Supreme Mobile Home Park","Crow Wing","Brainerd","Groundwater","0.38 mg/L","0.38 mg/L","35","27035"
"1180005","2013","Nitrate","Lazy Acres Trailer Park","Crow Wing","Brainerd","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","50","27035"
"1180030","2013","Nitrate","Crow Wing Estates","Crow Wing","Brainerd","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","180","27035"
"1180040","2013","Nitrate","Deer Run Mobile Resort","Crow Wing","Brainerd","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","32","27035"
"1180047","2013","Nitrate","Breezy Point Resort","Crow Wing","Breezy Point","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","440","27035"
"1180008","2013","Nitrate","Crosby","Crow Wing","Crosby","Groundwater","0.28 mg/L","0.28 mg/L","2386","27035"
"1180028","2013","Nitrate","Chatham Park","Crow Wing","Crosslake","Groundwater","0.57 mg/L","0.57 mg/L","84","27035"
"1180036","2013","Nitrate","Nelsons East Shore Landing","Crow Wing","Crosslake","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","45","27035"
"1180038","2013","Nitrate","Golden Horizons Assisted Living Facility","Crow Wing","Crosslake","Groundwater","null","null","35","27035"
"1180011","2013","Nitrate","Cuyuna","Crow Wing","Deerwood","Groundwater","0.17 mg/L","0.17 mg/L","124","27035"
"1180012","2013","Nitrate","Deerwood","Crow Wing","Deerwood","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","532","27035"
"1180045","2013","Nitrate","Knieff's Shore Acres","Crow Wing","Deerwood","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","100","27035"
"1180016","2013","Nitrate","Bob's Trailer Park","Crow Wing","Garrison","Groundwater","0.03 mg/L (ND)","0.03 mg/L (ND)","90","27035"
